"CH3CH2CH2CH3",1062,1009
"CH3CH2CH2CH3",1007,964
"CH3CH2CH2CH3",267,271
"CH2CHCHCH2",3272,3087
"CH2CHCHCH2",3190,3003
"CH2CHCHCH2",3173,2992
"CH2CHCHCH2",1769,1630
"CH2CHCHCH2",1514,1438
"CH2CHCHCH2",1346,1280
"CH2CHCHCH2",1260,1196
"CH2CHCHCH2",917,894
"CH2CHCHCH2",522,512
"CH2CHCHCH2",1045,1013
"CH2CHCHCH2",929,908
"CH2CHCHCH2",531,522
"CH2CHCHCH2",153,162
"CH2CHCHCH2",995,976
"CH2CHCHCH2",929,912
"CH2CHCHCH2",770,770
"CH2CHCHCH2",3273,3101
"CH2CHCHCH2",3189,3055
"CH2CHCHCH2",3180,2984
"CH2CHCHCH2",1698,1596
"CH2CHCHCH2",1452,1381
"CH2CHCHCH2",1352,1294
"CH2CHCHCH2",1026,990
"CH2CHCHCH2",300,301
"CH2ClCH2Cl",3145,2957
"CH2ClCH2Cl",1546,1445
"CH2ClCH2Cl",1416,1304
"CH2ClCH2Cl",1107,1052
"CH2ClCH2Cl",829,754
"CH2ClCH2Cl",313,300
"CH2ClCH2Cl",3221,3005
"CH2ClCH2Cl",1201,1123
"CH2ClCH2Cl",801,773
"CH2ClCH2Cl",126,123
"CH2ClCH2Cl",3202,3005
"CH2ClCH2Cl",1343,1264
"CH2ClCH2Cl",1064,989
"CH2ClCH2Cl",3151,2983
"CH2ClCH2Cl",1547,1461
"CH2ClCH2Cl",1320,1232
"CH2ClCH2Cl",782,728
"CH2ClCH2Cl",225,222
"C3H6O",3790,3675
"C3H6O",3269,3102
"C3H6O",3203,3022
"C3H6O",3183,2995
"C3H6O",3065,2934
"C3H6O",3022,2866
"C3H6O",1764,1654
"C3H6O",1574,1453
"C3H6O",1520,1414
"C3H6O",1466,1384
"C3H6O",1342,1320
"C3H6O",1306,1293
"C3H6O",1276,1191
"C3H6O",1192,1132
"C3H6O",1116,1110
"C3H6O",1030,1038
"C3H6O",1001,995
"C3H6O",949,919
"C3H6O",943,885
"C3H6O",658,606
"C3H6O",339,377
"C3H6O",280,277
"C3H6O",111,188
"C2H2O2",3050,2843
"C2H2O2",1858,1745
"C2H2O2",1411,1338
"C2H2O2",1127,1065
"C2H2O2",579,551
"C2H2O2",826,801
"C2H2O2",153,127
"C2H2O2",1077,1048
"C2H2O2",3046,2835
"C2H2O2",1835,1732
"C2H2O2",1376,1312
"C2H2O2",344,339
"CH3OCHO",3223,3045
"CH3OCHO",3128,2969
"CH3OCHO",3107,2943
"CH3OCHO",1883,1754
"CH3OCHO",1549,1454
"CH3OCHO",1517,1445
"CH3OCHO",1445,1371
"CH3OCHO",1291,1207
"CH3OCHO",1230,1166
"CH3OCHO",986,925
"CH3OCHO",795,767
"CH3OCHO",317,318
"CH3OCHO",3192,3012
"CH3OCHO",1541,1443
"CH3OCHO",1208,1168
"CH3OCHO",1065,1032
"CH3OCHO",342,332
"CH3OCHO",160,130
"C5H12",3151,2973
"C5H12",3071,2892
"C5H12",3065,2866
"C5H12",3048,2866
"C5H12",1568,1480
"C5H12",1551,1463
"C5H12",1546,1450
"C5H12",1472,1379
"C5H12",1415,1346
"C5H12",1201,1144
"C5H12",1091,1036
"C5H12",903,867
"C5H12",409,401
"C5H12",184,179
"C5H12",3147,2967
"C5H12",3097,2908
"C5H12",1553,1462
"C5H12",1366,1346
"C5H12",1308,1269
"C5H12",1021,993
"C5H12",785,766
"C5H12",259,210
"C5H12",109,131
"C5H12",3148,2965
"C5H12",3112,2930
"C5H12",3080,2930
"C5H12",1552,1469
"C5H12",1363,1303
"C5H12",1255,1170
"C5H12",893,858
"C5H12",745,727
"C5H12",250,215
"C5H12",116,88
"C5H12",3151,2965
"C5H12",3070,2879
"C5H12",3059,2866
"C5H12",1560,1476
"C5H12",1545,1456
"C5H12",1470,1389
"C5H12",1464,1379
"C5H12",1327,1269
